Year,agencyName,service,Activity,dollars
2020,Transportation,Conduits,Administration,166111
2020,Transportation,Conduits,"Engineering, Plans, and Records",2034328
2020,Transportation,Conduits,Construction and Maintenance,5670466
2020,Transportation,Conduits,Inspection and Testing,861066
2020,Transportation,Conduits,Transfers,1328324
2020,Transportation,Administration  DOT,Director’s Office,5201390
2020,Transportation,Administration  DOT,Human Resources,1115977
2020,Transportation,Administration  DOT,Communications,885661
2020,Transportation,Administration  DOT,Fiscal Services,1020941
2020,Transportation,Administration  DOT,Transportation Planning,484111
2020,Transportation,Administration  DOT,Contract Administration,1382907
2020,Transportation,Administration  DOT,Urban Youth Corps Program,0
2020,Transportation,Administration  DOT,IT Expenses,1002038
2020,Transportation,Parking Management,Parking Enterprise Debt Service,9869724
2020,Transportation,Parking Management,Installation and Maintenance of Meters,5054124
2020,Transportation,Parking Management,Market Center Garage,432511
2020,Transportation,Parking Management,Arena Garage,959251
2020,Transportation,Parking Management,Water Street Garage,659
2020,Transportation,Parking Management,Franklin Street Garage,465821
2020,Transportation,Parking Management,Lexington Street Garage,475096
2020,Transportation,Parking Management,Penn Station Garage,1296402
2020,Transportation,Parking Management,Baltimore Street Garage,684757
2020,Transportation,Parking Management,Guilford Ave Garage,24029
2020,Transportation,Parking Management,Little Italy Garage,547602
2020,Transportation,Parking Management,St. Paul Garage,527878
2020,Transportation,Parking Management,Caroline Street Garage,450129
2020,Transportation,Parking Management,Fleet and Eden Garage,650375
2020,Transportation,Parking Management,Capital Fund Reserve,67921
2020,Transportation,Parking Management,Jones Falls A Lot,87265
2020,Transportation,Parking Management,Fayette Street Garage,85626
2020,Transportation,Parking Management,Parking Authority,4729733
2020,Transportation,Parking Management,Valet Parking Program,215584
2020,Transportation,Parking Management,Frederick Lot,122
2020,Transportation,Parking Management,Columbus Lot,17844
2020,Transportation,Parking Management,Marina Garage,374339
2020,Transportation,Parking Management,West Street Garage,541950
2020,Transportation,Parking Management,Jones Falls A - B Lots,54179
2020,Transportation,Parking Management,Metered Lots,236420
2020,Transportation,Parking Management,Wall Street Project,160009
2020,Transportation,Parking Management,Clayworks,10171
2020,Transportation,Parking Management,East Market,12404
2020,Transportation,Parking Management,Waverly,1518
2020,Transportation,Parking Management,Saratoga and Green,3182
2020,Transportation,Parking Management,Fleet Street,71904
2020,Transportation,Street Management,Highway Maintenance - Administration,2196607
2020,Transportation,Street Management,Street Management - Project Development and Engineering,87712
2020,Transportation,Street Management,Alleys and Footways - Compliance Inspection,460302
2020,Transportation,Street Management,Rehab. Maintenance and Repairs,15344748
2020,Transportation,Street Management,Construction Contract Inspection and Testing,4635786
2020,Transportation,Street Management,Highway Engineering,1410426
2020,Transportation,Street Management,Alleys and Footways - Construction Supervision,654664
2020,Transportation,Street Management,Facility support,1480170
2020,Transportation,Street Management,Night Services,904720
2020,Transportation,Street Management,In-House Milling,1637023
2020,Transportation,Street Management,In-House Paving,5377578
2020,Transportation,Traffic Management,Signal Engineering,1262490
2020,Transportation,Traffic Management,Electronic Maintenance,2244502
2020,Transportation,Traffic Management,Traffic Engineering,2470238
2020,Transportation,Traffic Management,Traffic Impact Studies,2133
2020,Transportation,Traffic Management,Construction and Management of Signals,3970426
2020,Transportation,Traffic Management,Street Markings,39340
2020,Transportation,Traffic Management,Traffic Management Center,1342795
2020,Transportation,Special Events,Special Events Permitting,338915
2020,Transportation,Special Events,Special Event Support,1041922
2020,Transportation,Inner Harbor Services  Transportation,Inner Harbor,902822
2020,Transportation,Snow and Ice Control,Snow Removal,1432132
2020,Transportation,Snow and Ice Control,Snow Preparation,242180
2020,Transportation,Vehicle Impounding and Disposal,Impounding and Disposal Coordination,3905956
2020,Transportation,Vehicle Impounding and Disposal,Transporting,2232366
2020,Transportation,Vehicle Impounding and Disposal,Storage of Impounded Vehicles,581181
2020,Transportation,Complete Streets and Sustainable Transportation,Circulator Bus,7316578
2020,Transportation,Complete Streets and Sustainable Transportation,Ride Sharing,95978
2020,Transportation,Complete Streets and Sustainable Transportation,UPWP,197788
2020,Transportation,Complete Streets and Sustainable Transportation,Administration,149206
2020,Transportation,Complete Streets and Sustainable Transportation,Casino Support-Complete Streets,0
2020,Transportation,Complete Streets and Sustainable Transportation,BikeShare - Dockless Vehicles,268912
2020,Transportation,Complete Streets and Sustainable Transportation,Harbor Connector,731897
2020,Transportation,Complete Streets and Sustainable Transportation,Bike Lane Maintenance,0
2020,Transportation,Complete Streets and Sustainable Transportation,Unallocated Appropriation,0
2020,Transportation,Public RightsofWay Landscape Management,Landscape Maintenace,4395475
2020,Transportation,Bridge and Culvert Management,Bridge Maintenance,4677463
2020,Transportation,Bridge and Culvert Management,Bridge Engineering,683682
2020,Transportation,Parking Enforcement,Administration,1462611
2020,Transportation,Parking Enforcement,Transportation Enforcement,11836049
2020,Transportation,Parking Enforcement,Immobilization Impoundment,1026299
2020,Transportation,Parking Enforcement,IT Expenses,0
2020,Transportation,Survey Control,Surveys,665153
2020,Transportation,Dock Master,Dock Master Services,52224
2020,Transportation,Street Cuts Management,Street Cut Management,651140
2020,Transportation,Traffic Safety,Pedestrian Safety,172837
2020,Transportation,Traffic Safety,Traffic Cameras,14889389
2020,Transportation,Traffic Safety,Traffic Control - Traffic Safety Grant,10610
2020,Transportation,Traffic Safety,Traffic Engineering,220066
2020,Transportation,Traffic Safety,School Crossing Guards - Admin.,895137
2020,Transportation,Traffic Safety,School Crossing Guards - Guards,3740557
2020,Transportation,Traffic Safety,Sign Fabrication,2391223
2020,Transportation,Traffic Safety,Street Markings,1894253
2020,Transportation,Building Permits and Municipal Consents,Real Property Database Management,628480
2020,Transportation,Building Permits and Municipal Consents,Permits and Services Inspection,1965703
2021,Board of Elections,Fair Conduct of Elections,Operation of Elections,6840411
2021,Board of Elections,Fair Conduct of Elections,Training,628075
2021,Board of Elections,Fair Conduct of Elections,Early Voting,328567
2021,Board of Elections,Fair Conduct of Elections,State Administrative Costs,2028241
2021,Board of Elections,Fair Conduct of Elections,Fair Election Fund,0
2021,City Council,City Council,President's Office,2460196
2021,City Council,City Council,Board of Estimates,597701
2021,City Council,City Council,District,292757
2021,City Council,City Council,District,297345
2021,City Council,City Council,District,301607
2021,City Council,City Council,District,315970
2021,City Council,City Council,District,342928
2021,City Council,City Council,District,314643
2021,City Council,City Council,District,320754
2021,City Council,City Council,District,312604
2021,City Council,City Council,District,325168
2021,City Council,City Council,District,281745
2021,City Council,City Council,District,330282
2021,City Council,City Council,District,236410
2021,City Council,City Council,District,286035
2021,City Council,City Council,District,382770
2021,Comptroller,Executive Direction and Control  Comptroller,Executive Direction and Control,712145
2021,Comptroller,Executive Direction and Control  Comptroller,Board of Estimates,942545
2021,Comptroller,Audits,Audits,4761274
2021,Comptroller,Audits,Information Technology Expenses,5658
2021,Comptroller,Real Estate Acquisition and Management,Real Estate Acquisition and,947567
2021,Comptroller,Municipal Telephone Exchange,Municipal Telephone Exchange,8060552
2021,Comptroller,Municipal Telephone Exchange,Mobile Phone Services,2392160
2021,Comptroller,Municipal Telephone Exchange,Default Activity,0
2021,Comptroller,Municipal Telephone Exchange,Information Technology Expenses,0
2021,Comptroller,Municipal Post Office,Municipal Post Office,2410233
2021,Council Services,Council Services,Council Services,750590
2021,Courts Circuit Court,Circuit Court,Adjudications,5837669
2021,Courts Circuit Court,Circuit Court,Administration,9429612
2021,Courts Circuit Court,Circuit Court,Masters' and Jurors',495487
2021,Courts Circuit Court,Circuit Court,Addictions Assessment Unit,396348
2021,Courts Circuit Court,Circuit Court,Medical Services,1067595
2021,Courts Circuit Court,Circuit Court,Forensic Alternative Services Team,569414
2021,Courts Circuit Court,Circuit Court,Pre-Trial - Pre-Release,218687
2021,Courts Circuit Court,Circuit Court,Family Services,1299741
2021,Courts Circuit Court,Circuit Court,Conflict Resolution,201620
2021,Courts Circuit Court,Circuit Court,Juvenile Services,69996
2021,Courts Circuit Court,Circuit Court,Child Support Enforcement,1950
2021,Courts Circuit Court,Circuit Court,Adult Drug Court,451405
2021,Courts Circuit Court,Circuit Court,Community Services,4039
2021,Courts Circuit Court,Circuit Court,Information Technology Expenses,638772
2021,Courts Circuit Court,Circuit Court,Unallocated Appropriation,0
2021,Courts Orphans Court,Orphans Court,Administration of Estates,418788
2021,Courts Orphans Court,Orphans Court,Guardianship of Property of Minors,116621
2021,Courts Orphans Court,Orphans Court,Guardianship of Minors,57918
2021,Employees Retirement Systems,Fire and Police Retirement System  Administration,Administration,1326
2021,Employees Retirement Systems,Retirement Savings Plan,Administration,31458
2021,Enoch Pratt Free Library,Information Services,Executive Direction,1564482
2021,Enoch Pratt Free Library,Information Services,Human Resources,659370
2021,Enoch Pratt Free Library,Information Services,Fiscal Management,594108
2021,Enoch Pratt Free Library,Information Services,Marketing and Communications,742547
2021,Enoch Pratt Free Library,Information Services,Facilities Management,809928
2021,Enoch Pratt Free Library,Information Services,Collection Management,1859798
2021,Enoch Pratt Free Library,Information Services,Mobile Job Center,78696
2021,Enoch Pratt Free Library,Information Services,Pratt Center for Technology and,208768
2021,Enoch Pratt Free Library,Information Services,Young Adult Services,39813
2021,Enoch Pratt Free Library,Information Services,Expanded Hours,3888674
2021,Enoch Pratt Free Library,Information Services,School and Student Services,207918
2021,Enoch Pratt Free Library,Information Services,Delivery Services,359387
2021,Enoch Pratt Free Library,Information Services,Neighborhood Facility Services,2358367
2021,Enoch Pratt Free Library,Information Services,Neighborhood Library Services,7596436
2021,Enoch Pratt Free Library,Information Services,Maryland Interlibrary Loan,309059
2021,Enoch Pratt Free Library,Information Services,Central - State Library Resource,3948150
2021,Enoch Pratt Free Library,Information Services,Central Facility Services,2894103
